Player1_ID,Player2_ID,Distance
4,5,705.97
4,6,226.00
4,7,432.84
4,8,402.89
4,9,254.92
4,10,260.89
4,11,541.67
4,13,222.12
4,14,184.59
4,38,255.49
5,6,642.45
5,7,340.15
5,8,360.14
5,9,792.60
5,10,816.47
5,11,187.55
5,13,787.91
5,14,838.51
5,38,628.99
6,7,310.65
6,8,285.57
6,9,150.15
6,10,174.20
6,11,456.54
6,13,149.05
6,14,227.09
6,38,31.14
7,8,29.97
7,9,459.52
7,10,484.09
7,11,152.96
7,13,459.41
7,14,524.85
7,38,293.20
8,9,435.18
8,10,459.56
8,11,172.68
8,13,433.78
8,14,496.97
8,38,269.71
9,10,25.02
9,11,606.61
9,13,35.23
9,14,134.11
9,38,166.77
10,11,630.73
10,13,39.96
10,14,122.20
10,38,191.59
11,13,603.38
11,14,659.51
11,38,442.04
13,14,103.08
13,38,171.06
14,38,255.00
