Player1_ID,Player2_ID,Distance
4,5,646.02
4,6,201.25
4,7,188.48
4,8,219.94
4,9,295.91
4,11,475.19
4,13,226.89
4,14,193.61
4,38,179.72
4,43,245.75
5,6,689.61
5,7,551.23
5,8,496.50
5,9,870.32
5,11,177.25
5,13,767.91
5,14,790.85
5,38,605.65
5,43,726.00
6,7,139.01
6,8,193.19
6,9,183.00
6,11,512.86
6,13,80.06
6,14,132.31
6,38,84.48
6,43,48.60
7,8,55.08
7,9,319.27
7,11,374.23
7,13,216.68
7,14,247.49
7,38,54.57
7,43,179.85
8,9,374.25
8,11,319.68
8,13,271.53
8,14,301.70
8,38,109.18
8,43,231.87
9,11,693.15
9,13,103.08
9,14,102.53
9,38,265.18
9,43,158.62
11,13,590.87
11,14,613.89
11,38,428.72
11,43,550.18
13,14,75.64
13,38,162.36
13,43,66.07
14,38,197.91
14,43,138.00
38,43,126.76
