Player1_ID,Player2_ID,Distance
4,5,757.29
4,6,255.88
4,7,469.16
4,8,501.28
4,9,276.22
4,10,254.26
4,11,584.26
4,13,222.25
4,14,184.29
5,6,669.17
5,7,363.14
5,8,318.87
5,9,885.58
5,10,854.87
5,11,203.06
5,13,828.52
5,14,885.89
6,7,314.95
6,8,358.06
6,9,218.51
6,10,188.96
6,11,468.83
6,13,168.24
6,14,256.22
7,8,44.38
7,9,533.44
7,10,503.83
7,11,160.12
7,13,481.20
7,14,554.75
8,9,576.55
8,10,546.74
8,11,115.97
8,13,523.49
8,14,594.61
9,10,31.30
9,11,686.59
9,13,63.78
9,14,122.58
10,11,656.25
10,13,34.41
10,14,118.51
11,13,631.31
11,14,695.65
13,14,106.83
