Player1_ID,Player2_ID,Distance
4,5,686.39
4,6,222.33
4,7,166.00
4,8,184.44
4,9,329.78
4,11,509.52
4,13,246.76
4,14,164.76
4,43,227.56
4,64,616.77
4,65,728.99
5,6,758.03
5,7,758.00
5,8,576.84
5,9,954.19
5,11,179.04
5,13,837.33
5,14,795.05
5,43,704.30
5,64,91.30
5,65,63.13
6,7,64.28
6,8,185.00
6,9,201.56
6,11,581.92
6,13,83.95
6,14,103.79
6,43,59.48
6,64,673.59
6,65,811.87
7,8,182.13
7,9,197.88
7,11,579.60
7,13,88.84
7,14,48.41
7,43,102.62
7,64,677.02
7,65,808.97
8,9,377.36
8,11,399.14
8,13,260.93
8,14,223.09
8,43,140.13
8,64,495.00
8,65,629.05
9,11,776.34
9,13,118.21
9,14,170.58
9,43,260.41
9,64,871.66
9,65,1006.06
11,13,660.03
11,14,616.14
11,43,529.72
11,64,110.02
11,65,230.00
13,14,84.97
13,43,143.34
13,64,754.12
13,65,889.96
14,43,150.07
14,64,715.86
14,65,844.48
43,64,618.69
43,65,759.27
64,65,153.65
