Player1_ID,Player2_ID,Distance
4,5,645.26
4,6,202.60
4,7,182.60
4,8,214.45
4,9,298.96
4,11,477.35
4,13,227.41
4,14,196.80
4,43,242.33
5,6,690.41
5,7,559.65
5,8,503.06
5,9,873.84
5,11,174.15
5,13,767.60
5,14,794.64
5,43,721.95
6,7,131.90
6,8,187.54
6,9,186.00
6,11,516.78
6,13,79.10
6,14,135.91
6,43,43.01
7,8,57.04
7,9,314.31
7,11,385.69
7,13,207.97
7,14,242.54
7,43,168.16
8,9,371.16
8,11,329.28
8,13,264.60
8,14,298.83
8,43,221.45
9,11,699.77
9,13,107.04
9,14,102.53
9,43,164.98
11,13,593.65
11,14,620.77
11,43,549.15
13,14,78.26
13,43,66.61
14,43,140.72
