Player1_ID,Player2_ID,Distance
4,5,855.00
4,6,317.54
4,7,559.42
4,8,655.78
4,9,290.85
4,10,283.04
4,11,661.89
4,13,225.64
4,14,177.37
5,6,697.10
5,7,365.94
5,8,282.85
5,9,995.59
5,10,905.05
5,11,232.33
5,13,900.31
5,14,955.33
6,7,337.76
6,8,435.66
6,9,306.19
6,10,210.46
6,11,468.68
6,13,219.91
6,14,303.94
7,8,100.02
7,9,642.67
7,10,548.15
7,11,133.72
7,13,551.46
7,14,620.29
8,9,741.37
8,10,646.09
8,11,64.20
8,13,650.92
8,14,720.31
9,10,98.62
9,11,771.36
9,13,98.01
9,14,118.95
10,11,678.39
10,13,59.23
10,14,153.39
11,13,678.15
11,14,741.08
13,14,100.41
