Player1_ID,Player2_ID,Distance
1,3,578.91
1,4,568.68
1,5,304.97
1,6,872.00
1,7,1255.15
1,8,1051.78
1,10,112.07
1,11,98.09
1,13,491.43
1,14,881.55
1,16,298.41
1,18,1170.24
1,25,519.92
1,33,83.19
3,4,183.21
3,5,285.58
3,6,301.25
3,7,676.43
3,8,502.36
3,10,640.90
3,11,557.02
3,13,145.60
3,14,331.62
3,16,370.90
3,18,608.53
3,25,244.27
3,33,553.96
4,5,337.81
4,6,341.12
4,7,731.77
4,8,634.31
4,10,655.60
4,11,517.12
4,13,94.05
4,14,326.12
4,16,292.49
4,18,613.12
4,25,79.40
4,33,519.41
5,6,586.34
5,7,959.10
5,8,746.95
5,10,356.02
5,11,309.34
5,13,244.40
5,14,609.33
5,16,230.83
5,18,892.33
5,25,326.62
5,33,301.26
6,7,391.97
6,8,350.80
6,10,940.32
6,11,838.07
6,13,388.66
6,14,81.22
6,16,625.56
6,18,308.13
6,25,418.44
6,33,837.46
7,8,339.17
7,10,1315.04
7,11,1227.11
7,13,779.60
7,14,414.60
7,16,1017.44
7,18,206.83
7,25,807.55
7,33,1225.70
8,10,1089.10
8,11,1047.45
8,13,641.01
8,14,425.56
8,16,873.27
8,18,448.64
8,25,712.79
8,33,1042.08
10,11,209.12
10,13,572.02
10,14,957.39
10,16,401.52
10,18,1243.95
10,25,614.16
10,33,194.83
11,13,450.14
11,14,839.07
11,16,229.73
11,18,1128.00
11,25,459.20
11,33,16.03
13,14,390.56
13,16,239.82
13,18,679.62
13,25,113.04
13,33,450.28
14,16,618.12
14,18,289.11
14,25,397.79
14,33,840.01
16,18,905.61
16,25,229.97
16,33,234.76
18,25,681.20
18,33,1129.07
25,33,463.27
