Player1_ID,Player2_ID,Distance
1,3,418.43
1,4,681.51
1,5,220.15
1,6,924.15
1,7,1115.58
1,8,1067.44
1,11,296.34
1,13,546.09
1,14,1039.69
1,16,263.80
1,18,1256.96
1,25,670.77
1,33,168.24
1,49,317.24
1,59,95.08
1,63,180.88
3,4,293.94
3,5,221.05
3,6,507.00
3,7,697.25
3,8,659.46
3,11,160.70
3,13,163.52
3,14,628.50
3,16,229.73
3,18,845.24
3,25,303.03
3,33,273.76
3,49,209.61
3,59,512.66
3,63,595.30
4,5,510.12
4,6,284.79
4,7,477.62
4,8,525.51
4,11,385.88
4,13,136.82
4,14,368.28
4,16,433.14
4,18,582.74
4,25,49.77
4,33,516.71
4,49,384.17
4,59,770.19
4,63,862.39
5,6,724.46
5,7,911.04
5,8,850.33
5,11,173.74
5,13,374.36
5,14,849.01
5,16,201.43
5,18,1065.37
5,25,511.62
5,33,149.45
5,49,234.78
5,59,314.20
5,63,384.70
6,7,195.88
6,8,271.86
6,11,640.18
6,13,393.97
6,14,143.22
6,16,697.54
6,18,346.29
6,25,325.40
6,33,769.27
6,49,653.50
6,59,1017.41
6,63,1102.18
7,8,214.95
7,11,834.89
7,13,589.83
7,14,156.54
7,16,893.08
7,18,208.63
7,25,514.88
7,33,963.23
7,49,849.34
7,59,1209.48
7,63,1292.18
8,11,814.91
8,13,599.22
8,14,336.29
8,16,880.62
8,18,416.86
8,25,572.72
8,33,933.13
8,49,845.80
8,59,1162.49
8,63,1234.34
11,13,252.01
11,14,748.22
11,16,69.30
11,18,965.03
11,25,374.54
11,33,131.06
11,49,68.01
11,59,384.33
11,63,477.10
13,14,496.40
13,16,304.65
13,18,713.06
13,25,139.62
13,33,383.05
13,49,259.53
13,59,635.91
13,63,726.87
14,16,799.81
14,18,217.28
14,25,396.35
14,33,879.11
14,49,751.93
14,59,1131.09
14,63,1219.68
16,18,1015.55
16,25,415.48
16,33,97.64
16,49,53.49
16,59,343.68
16,63,440.91
18,25,606.86
18,33,1096.00
18,49,966.91
18,59,1348.23
18,63,1436.96
25,33,503.75
25,49,364.35
25,59,756.94
25,63,851.34
33,49,150.36
33,59,253.55
33,63,347.86
49,59,396.81
49,63,494.31
59,63,100.34
