Player1_ID,Player2_ID,Distance
1,3,530.65
1,4,599.53
1,5,279.56
1,6,907.08
1,7,1266.36
1,8,1081.13
1,10,80.72
1,11,131.53
1,13,529.01
1,14,948.66
1,16,280.44
1,18,1214.57
1,25,535.76
1,33,129.62
3,4,180.28
3,5,264.07
3,6,381.21
3,7,735.84
3,8,570.77
3,10,588.00
3,11,457.58
3,13,118.04
3,14,436.00
3,16,344.20
3,18,696.62
3,25,214.67
3,33,442.23
4,5,380.65
4,6,344.10
4,7,709.62
4,8,622.99
4,10,670.18
4,11,494.63
4,13,81.69
4,14,360.94
4,16,345.77
4,18,625.16
4,25,88.68
4,33,484.74
5,6,645.26
5,7,996.18
5,8,801.61
5,10,327.57
5,11,247.52
5,13,299.80
5,14,697.89
5,16,227.17
5,18,960.28
5,25,347.90
5,33,228.40
6,7,366.98
6,8,331.85
6,10,967.91
6,11,819.62
6,13,389.68
6,14,91.71
6,16,681.18
6,18,318.29
6,25,432.14
6,33,806.81
7,8,313.43
7,10,1322.98
7,11,1184.50
7,13,756.35
7,14,361.71
7,16,1048.04
7,18,190.67
7,25,796.72
7,33,1171.07
8,10,1124.67
8,11,1025.01
8,13,636.80
8,14,399.59
8,16,913.66
8,18,436.40
8,25,709.14
8,33,1008.57
10,11,212.21
10,13,596.98
10,14,1013.74
10,16,359.78
10,18,1278.93
10,25,610.14
10,33,210.06
11,13,431.84
11,14,852.26
11,16,156.54
11,18,1118.08
11,25,422.67
11,33,19.42
13,14,421.04
13,16,291.80
13,18,687.14
13,25,97.02
13,33,420.14
14,16,706.38
14,18,266.12
14,25,444.21
14,33,841.01
16,18,970.92
16,25,268.82
16,33,152.12
18,25,705.78
18,33,1107.00
25,33,414.80
