Player1_ID,Player2_ID,Distance
1,3,688.16
1,4,576.51
1,5,381.37
1,6,815.72
1,7,1255.00
1,8,1015.09
1,10,182.78
1,11,51.35
1,13,425.25
1,14,752.39
1,16,368.65
1,18,1125.86
1,24,388.58
1,25,559.24
1,33,71.18
3,4,268.60
3,5,318.06
3,6,157.41
3,7,567.09
3,8,393.87
3,10,769.72
3,11,687.05
3,13,284.18
3,14,183.81
3,16,420.52
3,18,470.74
3,24,598.25
3,25,329.51
3,33,723.66
4,5,322.36
4,6,300.98
4,7,747.88
4,8,658.64
4,10,712.34
4,11,556.14
4,13,178.21
4,14,201.81
4,16,220.45
4,18,570.90
4,24,359.16
4,25,61.22
4,33,587.03
5,6,462.75
5,7,882.66
5,8,636.75
5,10,451.88
5,11,390.10
5,13,152.11
5,14,428.75
5,16,262.25
5,18,780.80
5,24,438.82
5,25,347.31
5,33,427.79
6,7,451.89
6,8,402.59
6,10,913.15
6,11,808.00
6,13,393.06
6,14,111.20
6,16,503.75
6,18,318.14
6,24,659.69
6,25,357.40
6,33,843.09
7,8,397.65
7,10,1331.24
7,11,1252.08
7,13,840.23
7,14,546.62
7,16,955.62
7,18,248.51
7,24,1106.48
7,25,799.88
7,33,1288.14
8,10,1046.25
8,11,1026.76
8,13,662.51
8,14,508.51
8,16,807.51
8,18,500.63
8,24,989.86
8,25,719.85
8,33,1064.45
10,11,232.48
10,13,543.17
10,14,867.04
10,16,524.00
10,18,1230.42
10,24,569.45
10,25,706.01
10,33,236.93
11,13,415.10
11,14,738.91
11,16,341.89
11,18,1113.96
11,24,343.40
11,25,534.07
11,33,37.70
13,14,327.93
13,16,149.04
13,18,700.61
13,24,336.88
13,25,195.89
13,33,450.03
14,16,416.74
14,18,375.53
14,24,559.87
14,25,253.55
14,33,772.27
16,18,790.21
16,24,188.00
16,25,192.27
16,33,370.40
18,24,917.70
18,25,613.24
18,33,1147.61
24,25,307.18
24,33,355.20
25,33,562.62
