Player1_ID,Player2_ID,Distance
1,3,522.59
1,4,609.94
1,5,275.44
1,6,914.08
1,7,1270.26
1,8,1086.95
1,10,80.45
1,11,146.82
1,13,535.34
1,14,964.40
1,16,277.71
1,18,1226.42
1,25,544.81
1,33,136.24
1,47,241.60
1,49,309.10
3,4,184.74
3,5,260.10
3,6,396.03
3,7,747.81
3,8,583.18
3,10,586.03
3,11,428.23
3,13,120.50
3,14,458.00
3,16,337.55
3,18,715.72
3,25,208.01
3,33,429.47
3,47,372.51
3,49,325.48
4,5,391.88
4,6,339.64
4,7,702.03
4,8,616.64
4,10,684.21
4,11,483.65
4,13,82.66
4,14,366.03
4,16,358.74
4,18,626.15
4,25,87.24
4,33,489.33
4,47,400.60
4,49,333.29
5,6,656.07
5,7,1004.18
5,8,811.57
5,10,330.31
5,11,227.91
5,13,309.47
5,14,716.53
5,16,223.99
5,18,975.54
5,25,354.52
5,33,222.93
5,47,230.77
5,49,239.08
6,7,363.82
6,8,329.08
6,10,980.59
6,11,804.49
6,13,391.27
6,14,93.30
6,16,689.51
6,18,322.52
6,25,426.48
6,33,808.14
6,47,730.36
6,49,666.99
7,8,309.87
7,10,1333.26
7,11,1166.25
7,13,754.86
7,14,349.28
7,16,1053.18
7,18,185.81
7,25,788.12
7,33,1169.41
7,47,1093.88
7,49,1030.81
8,10,1138.48
8,11,1009.26
8,13,637.60
8,14,391.84
8,16,918.98
8,18,433.94
8,25,700.79
8,33,1009.49
8,47,955.24
8,49,903.82
10,11,227.20
10,13,607.79
10,14,1034.30
10,16,357.92
10,18,1295.85
10,25,621.73
10,33,216.69
10,47,322.05
10,49,389.30
11,13,415.58
11,14,846.29
11,16,133.90
11,18,1108.08
11,25,411.33
11,33,12.08
11,47,95.38
11,49,164.92
13,14,431.00
13,16,298.33
13,18,693.06
13,25,88.46
13,33,420.14
13,47,339.09
13,49,276.70
14,16,724.39
14,18,262.15
14,25,448.71
14,33,851.07
14,47,766.11
14,49,699.31
16,18,984.89
16,25,281.58
16,33,142.76
16,47,42.01
16,49,31.38
18,25,706.43
18,33,1113.00
18,47,1026.75
18,49,959.10
25,33,418.15
25,47,323.56
25,49,254.01
33,47,105.39
33,49,173.99
47,49,71.06
