Player1_ID,Player2_ID,Distance
1,3,462.91
1,4,683.95
1,5,268.51
1,6,963.53
1,7,1296.47
1,8,1128.69
1,10,119.44
1,11,265.93
1,13,578.13
1,14,1053.39
1,16,294.88
1,18,1305.33
1,25,654.65
1,33,180.87
1,49,343.76
1,51,81.02
3,4,259.89
3,5,208.68
3,6,502.10
3,7,833.56
3,8,679.51
3,10,578.28
3,11,234.57
3,13,158.40
3,14,598.75
3,16,253.92
3,18,849.03
3,25,261.20
3,33,312.62
3,49,216.39
3,51,543.32
4,5,458.94
4,6,317.59
4,7,654.18
4,8,582.67
4,10,803.26
4,11,421.22
4,13,107.84
4,14,379.31
4,16,408.44
4,18,629.61
4,25,61.07
4,33,509.35
4,49,355.51
4,51,759.88
5,6,708.70
5,7,1035.70
5,8,860.31
5,10,377.33
5,11,153.00
5,13,351.60
5,14,807.37
5,16,204.35
5,18,1057.31
5,25,446.08
5,33,172.19
5,49,214.11
5,51,349.32
6,7,339.34
6,8,304.51
6,10,1080.03
6,11,714.61
6,13,401.90
6,14,123.76
6,16,712.07
6,18,352.93
6,25,373.85
6,33,801.14
6,49,660.45
6,51,1043.20
7,8,281.60
7,10,1411.20
7,11,1052.48
7,13,741.24
7,14,295.04
7,16,1051.23
7,18,178.47
7,25,707.54
7,33,1138.30
7,49,999.73
7,51,1376.83
8,10,1235.79
8,11,913.20
8,13,636.81
8,14,366.49
8,16,925.12
8,18,429.95
8,25,643.54
8,33,991.85
8,49,878.66
8,51,1209.60
10,11,385.16
10,13,697.23
10,14,1171.60
10,16,412.11
10,18,1423.42
10,25,774.04
10,33,299.18
10,49,462.01
10,51,56.64
11,13,318.01
11,14,796.20
11,16,52.39
11,18,1048.08
11,25,389.10
11,33,88.14
11,49,82.62
11,51,339.32
13,14,478.24
13,16,310.73
13,18,730.07
13,25,103.41
13,33,406.00
13,49,258.70
13,51,654.99
14,16,787.03
14,18,252.05
14,25,426.19
14,33,884.10
14,49,734.25
14,51,1131.57
16,18,1037.97
16,25,370.06
16,33,114.61
16,49,53.00
16,51,362.54
18,25,673.31
18,33,1136.03
18,49,985.08
18,51,1383.61
25,33,476.46
25,49,317.24
25,51,728.25
33,49,162.93
33,51,251.81
49,51,413.55
