Player1_ID,Player2_ID,Distance
1,3,488.81
1,4,666.80
1,5,271.02
1,6,954.28
1,7,1286.71
1,8,1121.00
1,10,87.56
1,11,229.99
1,13,572.42
1,14,1032.74
1,16,295.61
1,18,1286.80
1,25,621.17
1,33,179.43
1,49,348.23
3,4,227.47
3,5,232.64
3,6,467.39
3,7,797.90
3,8,648.43
3,10,572.39
3,11,296.79
3,13,139.03
3,14,553.48
3,16,283.47
3,18,805.55
3,25,229.34
3,33,344.48
3,49,242.66
4,5,443.26
4,6,323.69
4,7,660.98
4,8,592.56
4,10,754.12
4,11,442.95
4,13,97.31
4,14,376.08
4,16,394.79
4,18,628.27
4,25,75.17
4,33,496.10
4,49,338.08
5,6,698.58
5,7,1024.36
5,8,850.14
5,10,348.56
5,11,167.36
5,13,346.14
5,14,786.12
5,16,216.08
5,18,1038.04
5,25,418.63
5,33,184.36
5,49,226.92
6,7,339.34
6,8,313.17
6,10,1039.00
6,11,745.02
6,13,397.28
6,14,113.22
6,16,707.42
6,18,343.28
6,25,396.24
6,33,797.05
6,49,652.42
7,8,287.10
7,10,1369.89
7,11,1082.63
7,13,736.58
7,14,303.15
7,16,1046.60
7,18,178.03
7,25,731.47
7,33,1134.19
7,49,991.74
8,10,1197.64
8,11,945.21
8,13,636.40
8,14,373.84
8,16,926.34
8,18,432.33
8,25,667.53
8,33,992.17
8,49,877.75
10,11,317.18
10,13,659.45
10,14,1118.94
10,16,381.47
10,18,1372.89
10,25,708.72
10,33,265.93
10,49,434.94
11,13,352.09
11,14,815.22
11,16,72.25
11,18,1069.06
11,25,392.82
11,33,53.15
11,49,119.00
13,14,463.13
13,16,310.26
13,18,717.01
13,25,92.11
13,33,405.02
13,49,255.16
14,16,770.47
14,18,254.13
14,25,440.80
14,33,868.13
14,49,713.95
16,18,1023.07
16,25,337.85
16,33,116.47
16,49,57.04
18,25,689.77
18,33,1122.02
18,49,966.33
25,33,445.61
25,49,280.86
33,49,169.01
