Player1_ID,Player2_ID,Distance
1,3,446.17
1,4,687.17
1,5,266.27
1,6,958.79
1,7,1272.86
1,8,1122.51
1,10,140.73
1,11,282.31
1,13,577.67
1,14,1049.05
1,16,291.63
1,18,1308.29
1,25,666.42
1,33,178.49
1,49,335.00
1,51,93.19
3,4,275.94
3,5,196.54
3,6,514.02
3,7,826.69
3,8,687.85
3,10,583.41
3,11,203.58
3,13,169.65
3,14,610.82
3,16,237.19
3,18,869.01
3,25,280.92
3,33,296.95
3,49,212.08
3,51,539.32
4,5,466.27
4,6,310.37
4,7,627.22
4,8,569.23
4,10,827.89
4,11,407.18
4,13,111.32
4,14,371.66
4,16,412.31
4,18,628.34
4,25,56.60
4,33,514.26
4,49,368.72
4,51,778.57
5,6,707.56
5,7,1015.64
5,8,856.73
5,10,396.20
5,11,155.56
5,13,355.65
5,14,807.03
5,16,201.64
5,18,1064.78
5,25,461.19
5,33,171.54
5,49,216.48
5,51,357.06
6,7,319.95
6,8,293.55
6,10,1097.13
6,11,692.32
6,13,397.83
6,14,124.48
6,16,706.98
6,18,362.23
6,25,359.81
6,33,797.55
6,49,665.76
6,51,1051.96
7,8,262.35
7,10,1409.55
7,11,1011.01
7,13,717.79
7,14,276.63
7,16,1026.73
7,18,184.39
7,25,673.09
7,33,1115.45
7,49,985.68
7,51,1366.01
8,10,1251.65
8,11,888.54
8,13,627.44
8,14,354.45
8,16,914.65
8,18,428.98
8,25,624.59
8,33,984.75
8,49,879.21
8,51,1213.78
10,11,422.69
10,13,718.29
10,14,1189.00
10,16,429.44
10,18,1448.21
10,25,806.90
10,33,317.59
10,49,473.43
10,51,53.85
11,13,300.01
11,14,774.28
11,16,47.38
11,18,1033.05
11,25,384.21
11,33,107.12
11,49,66.03
11,51,372.20
13,14,474.34
13,16,310.06
13,18,733.03
13,25,111.80
13,33,407.00
13,49,268.13
13,51,669.60
14,16,782.96
14,18,259.23
14,25,410.37
14,33,881.15
14,49,739.81
14,51,1141.74
16,18,1040.56
16,25,383.34
16,33,113.60
16,49,44.55
16,51,377.10
18,25,663.00
18,33,1140.01
18,49,997.06
18,51,1400.97
25,33,490.25
25,49,338.92
25,51,756.26
33,49,156.54
33,51,266.17
49,51,421.28
