Player1_ID,Player2_ID,Distance
1,3,492.79
1,4,665.98
1,5,273.58
1,6,952.23
1,7,1285.63
1,8,1120.73
1,10,86.59
1,11,228.82
1,13,572.42
1,14,1031.80
1,16,296.06
1,18,1283.91
1,25,618.27
1,33,178.04
1,49,348.23
3,4,224.40
3,5,233.45
3,6,461.48
3,7,792.84
3,8,644.38
3,10,575.38
3,11,303.08
3,13,136.74
3,14,548.75
3,16,287.24
3,18,798.89
3,25,225.94
3,33,350.46
3,49,245.42
4,5,439.66
4,6,322.37
4,7,660.98
4,8,593.26
4,10,752.32
4,11,443.88
4,13,96.77
4,14,376.08
4,16,393.79
4,18,626.22
4,25,76.06
4,33,497.10
4,49,337.00
5,6,693.69
5,7,1020.36
5,8,847.25
5,10,350.35
5,11,169.64
5,13,343.01
5,14,782.18
5,16,216.02
5,18,1032.25
5,25,413.15
5,33,186.99
5,49,225.14
6,7,340.57
6,8,314.87
6,10,1036.00
6,11,745.02
6,13,394.87
6,14,113.17
6,16,705.24
6,18,342.32
6,25,396.23
6,33,796.93
6,49,650.00
7,8,286.39
7,10,1367.83
7,11,1083.78
7,13,735.37
7,14,303.15
7,16,1045.63
7,18,179.00
7,25,732.97
7,33,1135.18
7,49,990.52
8,10,1196.43
8,11,947.44
8,13,635.80
8,14,373.97
8,16,926.34
8,18,431.77
8,25,668.98
8,33,994.01
8,49,877.25
10,11,314.97
10,13,658.46
10,14,1117.01
10,16,380.96
10,18,1369.03
10,25,704.85
10,33,263.50
10,49,434.01
11,13,354.14
11,14,816.25
11,16,72.86
11,18,1068.06
11,25,391.45
11,33,53.24
11,49,119.85
13,14,462.11
13,16,310.46
13,18,714.00
13,25,91.08
13,33,407.03
13,49,255.16
14,16,769.47
14,18,252.16
14,25,442.54
14,33,869.13
14,49,712.85
16,18,1020.01
16,25,334.79
16,33,118.21
16,49,57.01
18,25,689.51
18,33,1121.02
18,49,963.20
25,33,444.44
25,49,277.87
33,49,170.53
