broadcast_id,tacticam_id,match_score
id_1,,0
id_10,,0
id_12,,0
id_16,,0
id_2,,0
id_20,,0
id_25,,0
id_3,,0
id_32,,0
id_4,,0
id_44,,0
id_5,,0
id_56,,0
id_6,,0
id_7,,0
id_78,,0
id_79,,0
id_8,,0
id_80,,0
id_83,,0
id_88,,0
id_9,,0
id_92,,0
id_93,,0
id_96,,0
